vendor,ag_and_dead_market,ag_and_evo_market,h_ag_only,date_min,date_max
synester,1,1,0,2014-10-29,2015-07-07
syntech,0,1,0,2014-09-05,2014-11-07
syntheticsolutions,1,0,0,2014-05-16,2015-07-07
synthiotics,0,0,1,2014-01-09,2015-07-07
t3h_fonz,1,1,0,2014-11-15,2015-04-07
t5_nbome,0,1,0,2014-02-23,2015-07-07
tabarnak,0,0,1,2014-06-01,2014-06-01
tacaocat,0,0,1,2015-07-07,2015-07-07
takeshi,0,0,1,2014-05-24,2014-06-01
talking_tom,1,0,0,2014-11-15,2015-07-07
tambourineman,1,0,0,2014-08-03,2015-03-22
tantrikom3,1,0,0,2014-04-06,2015-07-07
taobaoteam,1,1,0,2014-06-01,2014-06-01
tapatio,0,0,1,2015-03-15,2015-07-07
tav3k,0,0,1,2015-01-16,2015-02-24
taylorswift13,0,0,1,2015-01-21,2015-03-29
tbm2015,0,0,1,2015-05-10,2015-06-11
tbone,1,0,0,2014-02-23,2014-09-22
tdb,0,0,1,2014-08-27,2014-08-27
team_alpha,0,0,1,2015-03-13,2015-04-02
teamlotus,0,1,0,2014-12-01,2015-07-07
teamzissou,1,0,0,2014-05-16,2015-01-28
technohippy,1,1,0,2014-04-06,2015-07-07
teddyruckspin,0,0,1,2014-05-24,2015-07-07
templatesandfakes,0,0,1,2015-06-15,2015-07-07
tennin,0,0,1,2015-06-04,2015-07-07
terabithia,0,0,1,2014-02-23,2014-05-24
terragreen,0,0,1,2015-01-26,2015-07-07
tesco-codes,0,1,0,2014-04-06,2014-08-27
tesco-direct,0,0,1,2014-12-03,2015-01-15
tessellatedlsd,0,0,1,2014-12-01,2015-07-07
tessellatedmdma,1,0,0,2014-12-01,2015-07-07
testsubject,0,0,1,2014-02-23,2015-06-20
tha_d_king,0,0,1,2015-02-13,2015-05-13
thagoods,1,1,0,2014-02-24,2015-06-04
thatfunnytaste,0,0,1,2014-10-25,2014-10-31
thatjammypac,0,0,1,2014-02-02,2015-02-02
thatweedguy,0,0,1,2014-12-20,2015-01-09
thc_parcel_force,0,0,1,2015-02-09,2015-05-13
thcgold,0,0,1,2015-01-24,2015-02-17
thch,1,0,0,2014-06-01,2014-06-01
thcsupport,0,0,1,2014-11-15,2014-12-10
thcxpert,1,1,0,2014-01-16,2014-12-03
the-backbone,1,0,0,2014-02-23,2015-06-30
the-dabbler,0,1,0,2015-04-07,2015-07-07
the-fr,0,1,0,2015-04-03,2015-05-04
the-green-robots,0,0,1,2015-03-10,2015-06-26
the-milk-man,0,0,1,2014-04-26,2014-06-01
the-scurvy-crew,0,0,1,2014-02-23,2014-04-26
the.mad.packer,0,0,1,2014-11-15,2014-12-10
the.plug,0,1,0,2015-03-22,2015-03-22
the_afgan_man,0,0,1,2014-10-25,2014-10-31
the_bodega,0,0,1,2014-08-03,2014-08-27
the_drug_store,0,0,1,2015-04-25,2015-07-07
the_free_marketeer,0,0,1,2014-12-28,2015-07-07
the_g0dfather,1,0,0,2014-02-23,2014-11-07
the_godfather,0,0,1,2014-02-23,2014-02-23
the_goodfellas,0,0,1,2015-06-30,2015-07-04
the_inc,0,0,1,2014-10-29,2015-03-22
the_l,0,0,1,2015-01-16,2015-07-07
the_lynx,0,0,1,2014-02-23,2014-04-26
the_man_with_the_golden_brain,0,0,1,2015-01-08,2015-03-22
the_ncz_store,0,0,1,2014-12-15,2015-04-12
the_pawn_shop,0,0,1,2014-08-14,2014-09-22
the_real_caliconnect,0,0,1,2014-01-16,2015-04-07
the_source,0,0,1,2014-02-02,2014-06-01
the_xodna,0,0,1,2014-12-01,2015-05-13
theabsolutefinest,0,0,1,2014-01-09,2014-10-31
theadc,0,0,1,2014-04-06,2015-04-12
theamericanoutfit,0,0,1,2015-06-26,2015-06-30
theanchor,1,1,0,2014-01-09,2014-03-06
theapothecary,0,0,1,2014-09-05,2014-09-05
theassociates,1,0,0,2014-03-03,2015-06-20
theaustralianshaman,0,0,1,2015-06-15,2015-06-20
theavatarspirit,0,0,1,2014-10-25,2014-12-03
thebank,1,0,0,2015-03-22,2015-07-07
thebartender,1,0,0,2014-01-09,2015-07-07
theben,0,1,0,2014-05-16,2015-07-07
thebestcannabis,1,1,0,2014-03-06,2015-07-07
theblackgod,0,0,1,2014-02-23,2014-04-26
theblacklist,0,1,0,2015-03-15,2015-07-07
theblossom,1,1,0,2014-02-28,2015-07-07
theblottershop,0,0,1,2015-04-03,2015-07-07
thebudfather,0,1,0,2014-02-23,2015-07-07
thebudreaper,1,1,0,2014-06-01,2015-06-30
thebulldog,0,0,1,2014-09-05,2015-02-17
thebusinessman,1,1,0,2014-05-16,2014-09-22
thecandymen,0,0,1,2014-02-24,2014-02-28
thecaravan,1,0,0,2014-04-06,2014-04-06
thecartel,0,0,1,2014-02-24,2014-02-24
thechaoticneutral,0,0,1,2014-05-24,2014-09-05
thecheekygirls,0,1,0,2014-08-03,2015-07-07
thechemist,0,0,1,2014-03-06,2014-04-26
thecookieman,0,0,1,2015-06-30,2015-07-07
thecooks,0,0,1,2015-01-08,2015-07-07
thecornermarket,0,0,1,2014-05-16,2014-05-16
thedarkcircle,0,0,1,2015-01-08,2015-01-08
thedarkexpresso,0,0,1,2015-06-26,2015-07-07
thedarkhand,0,0,1,2015-04-25,2015-07-07
thedarkhorse,0,0,1,2015-01-21,2015-02-01
thedarkl0rd,0,1,0,2015-03-29,2015-05-13
thedesertgem,0,0,1,2015-02-24,2015-02-28
thedigital,0,0,1,2015-03-07,2015-07-07
thedopespot,1,0,0,2014-02-23,2014-02-28
thedrowsyrabbit,0,1,0,2015-03-22,2015-07-07
thedrugemporium,0,0,1,2014-11-06,2014-11-06
theentity,0,0,1,2014-02-28,2015-07-07
thefairtrader,1,0,0,2014-03-03,2015-07-04
thefamilyco,0,0,1,2014-10-29,2015-06-20
thefloridamushroomco.,0,0,1,2014-02-05,2015-06-11
thefreeworld,0,0,1,2014-09-05,2014-12-20
thefriendlychemist,0,0,1,2014-08-03,2015-07-07
thefriendlygang,0,0,1,2014-02-02,2014-03-06
thegermanhit,0,0,1,2015-06-11,2015-07-07
thegift,0,1,0,2014-12-20,2014-12-24
thegiftshop,0,0,1,2015-06-26,2015-07-07
thegoodfellas,0,1,0,2014-09-22,2015-04-12
thegratefuldeadfamily,0,0,1,2014-08-03,2015-07-07
thegreatgatsby,0,1,0,2014-08-27,2014-12-20
thegreenhouse,0,0,1,2014-12-01,2015-07-07
thegreensolution,0,0,1,2015-01-24,2015-01-26
thegrenade,0,0,1,2015-01-08,2015-02-11
thehamburgconnection,0,0,1,2014-01-26,2014-02-05
thehappyguy,0,1,0,2014-04-26,2015-04-12
thehater90,0,0,1,2015-04-03,2015-07-07
theheineken,0,0,1,2014-02-23,2014-03-06
thehindu,0,0,1,2015-06-26,2015-06-26
thehive,0,0,1,2015-03-15,2015-06-11
thehulkster,1,0,0,2014-08-03,2014-11-07
thehumanspore,0,0,1,2014-11-07,2015-06-15
theicelady,0,0,1,2014-02-28,2015-01-15
theimportstore,0,1,0,2015-03-22,2015-07-07
theindigochild,1,0,0,2014-12-23,2015-06-04
theintoxicologist,0,0,1,2014-04-06,2014-05-16
theironman,0,0,1,2015-03-07,2015-05-13
theitalianmaster,0,0,1,2014-01-09,2014-06-01
thejoker,0,0,1,2014-01-09,2014-09-05
thejteam,0,0,1,2014-11-15,2014-11-15
thekandyman,0,0,1,2014-01-26,2014-02-05
thekellygang,0,0,1,2014-05-16,2014-08-03
thekushlife,0,1,0,2014-05-24,2014-12-03
theleanzebra,0,0,1,2015-02-11,2015-05-13
thelemonadestand,1,0,0,2014-08-27,2015-07-07
thelittleguys,1,1,0,2014-04-06,2015-07-07
themadshatter,0,0,1,2015-06-04,2015-06-26
themanhattanproject,1,0,0,2014-11-15,2015-01-16
themariobrothers,0,1,0,2014-08-03,2015-07-07
themastermind,0,0,1,2015-05-04,2015-06-26
themdmatrix,0,0,1,2015-04-25,2015-05-10
themollyman,1,0,0,2014-08-14,2014-08-14
themoneyteam777,0,0,1,2014-08-03,2015-07-07
theneworders,0,0,1,2015-06-04,2015-06-04
theocguy,1,1,0,2015-06-30,2015-07-07
theodorerex,0,0,1,2014-05-16,2014-05-16
theonlysource,1,1,0,2014-08-03,2014-09-22
theopguy,1,1,0,2015-02-01,2015-02-11
theoutlets!,0,1,0,2014-08-03,2014-09-22
thepartydepot,1,1,0,2014-05-24,2014-12-15
thepharmacy,0,1,0,2014-02-24,2015-01-28
thepillguyaus,0,0,1,2015-01-16,2015-07-07
thepinkpanther,1,1,0,2015-03-22,2015-07-07
thepowderguy,0,1,0,2014-11-06,2015-04-02
thepowderman,0,0,1,2015-06-04,2015-06-26
theprinter,0,0,1,2014-01-09,2014-06-01
theproduct,0,0,1,2014-05-24,2014-09-05
theprofessionals,1,1,0,2014-11-15,2015-04-12
thepurplelotus,0,0,1,2014-02-02,2014-11-15
therealnursejoy,1,0,0,2014-08-03,2015-07-07
therealsanta,0,0,1,2014-11-06,2015-02-02
thereason,0,0,1,2015-06-26,2015-07-07
theregulars,0,0,1,2015-06-04,2015-06-15
theresistance,1,1,0,2014-02-23,2015-07-07
theroadlesstoxic,0,1,0,2014-12-06,2015-06-30
theroyaloil,0,0,1,2014-02-23,2015-07-07
thesecretsociety,0,1,0,2014-08-03,2015-07-07
thesensai,0,0,1,2014-12-03,2015-07-04
theshadowman,0,0,1,2014-05-16,2014-08-03
theshaman,0,0,1,2014-08-27,2015-02-17
thesmokingsection,0,0,1,2014-10-25,2014-12-15
thestimguy,0,0,1,2015-03-29,2015-06-20
thetoyouteam,1,1,0,2014-11-15,2015-07-07
theweedguru,0,0,1,2014-02-23,2014-03-06
theweedman2.0,1,0,0,2014-10-29,2015-07-04
theweedwharehouse,0,0,1,2014-02-23,2014-03-03
thewhiterabit2,0,0,1,2015-06-30,2015-07-07
thewhiteshadow,1,1,0,2014-02-02,2015-04-12
thewolfofdarknet,0,1,0,2015-03-29,2015-07-07
thexchange,0,0,1,2014-02-24,2015-03-30
thexfactor,0,0,1,2014-10-25,2015-06-30
thinwhiteduke,0,0,1,2014-08-03,2014-10-31
thirtyrox,1,1,0,2014-04-06,2015-07-07
thomascheer,0,1,0,2014-12-15,2015-07-07
threegold,1,0,0,2014-09-05,2015-07-07
threekings,1,1,0,2014-02-23,2015-07-07
threewisemen,1,1,0,2014-02-23,2015-06-26
thrills,0,1,0,2015-02-11,2015-06-26
tickle,0,0,1,2014-04-06,2014-05-16
tim2001,1,0,0,2014-08-14,2014-10-29
timeprime,0,1,0,2014-02-23,2014-06-01
timleary,0,0,1,2014-05-24,2014-05-24
tinacmarks,0,1,0,2014-12-03,2015-07-07
tmax30,0,0,1,2014-06-01,2014-12-01
toddtheguy,0,0,1,2014-04-26,2014-10-31
tokyorelay,0,0,1,2014-11-06,2014-11-15
tom.ford,0,0,1,2015-07-04,2015-07-07
tom_and_jerry,0,0,1,2014-08-03,2015-07-07
tomorrowman,1,1,0,2014-01-09,2014-12-24
tomsmith0626,0,0,1,2014-02-23,2015-01-26
tony_montana,0,0,1,2015-01-08,2015-04-25
tonymontana,1,0,0,2014-04-06,2014-04-26
top-crop,0,0,1,2015-06-04,2015-07-07
top-grade-link,0,0,1,2015-04-25,2015-07-07
top-q,0,0,1,2014-03-03,2014-10-31
top-shelf-nugs,0,0,1,2015-02-24,2015-07-07
top_gear_uk,1,1,0,2014-02-23,2015-07-07
top_vendor1,0,0,1,2014-08-27,2014-10-31
topdeals,0,0,1,2014-02-24,2014-10-25
topdelivery,0,0,1,2014-12-20,2015-06-04
topgearaustralia,0,0,1,2014-04-06,2014-11-07
topnotchpills,0,0,1,2015-01-21,2015-06-11
topqualityca,0,0,1,2014-08-03,2014-09-22
topshelf420,0,1,0,2014-08-03,2014-09-22
topshelfbuds,1,1,0,2014-08-14,2015-03-30
topshop,0,1,0,2014-09-22,2014-09-22
torchem,1,0,0,2014-02-23,2015-05-13
torcollective,0,1,0,2015-05-04,2015-06-26
torshop,0,1,0,2015-02-02,2015-04-25
tottenham22,0,0,1,2014-09-22,2014-11-15
towelie,0,0,1,2014-04-26,2014-11-06
toyota,0,1,0,2014-08-03,2015-07-07
toyotateam,1,0,0,2015-06-30,2015-07-07
toysoldiers,0,0,1,2014-02-05,2015-03-22
tr4derjo3,1,1,0,2014-01-09,2015-06-11
tragicallyhip,1,1,0,2014-01-09,2014-06-01
tram411,0,0,1,2015-04-12,2015-04-12
tranzcentral,0,0,1,2014-01-26,2015-06-20
traphouse,1,1,0,2014-01-09,2015-07-07
trappeddownsouth,0,0,1,2015-06-30,2015-07-07
trapstar.,0,0,1,2015-05-06,2015-06-20
tree,0,0,1,2014-01-09,2015-04-07
trevorphilipsenterprises,1,0,0,2014-06-01,2014-11-07
trillixer,0,1,0,2014-12-10,2015-04-03
trinitario,1,1,0,2014-02-02,2014-11-15
trip_advisor,0,1,0,2014-02-02,2014-09-22
tripitaka,1,1,0,2015-04-10,2015-06-20
tripledip,0,1,0,2015-01-08,2015-03-05
trippymane14,0,0,1,2014-02-23,2015-05-13
tripsitter,1,0,0,2014-03-06,2014-06-01
tripwithscience,1,1,0,2014-05-24,2015-07-07
triumvirate,1,0,0,2014-02-23,2014-11-07
tron,0,0,1,2014-06-01,2015-07-07
troubadour,0,0,1,2015-06-26,2015-07-07
troy_industry,0,0,1,2015-01-24,2015-02-02
trust-in-us,0,1,0,2015-02-02,2015-06-11
trustedfox,0,0,1,2015-02-24,2015-07-07
trustnstealthy,0,0,1,2015-06-30,2015-07-07
ts420,0,0,1,2015-03-30,2015-07-07
turboirish,0,0,1,2014-05-16,2014-06-01
turtlehead,0,1,0,2015-03-22,2015-07-07
turtletime,0,1,0,2014-01-26,2014-04-06
tusthak78,0,1,0,2014-01-26,2015-02-09
twice5250,0,0,1,2015-03-22,2015-06-04
twice_as_nice,0,0,1,2015-06-15,2015-07-07
twixbarz,0,1,0,2015-03-29,2015-04-12
twoseeeye,0,0,1,2014-12-10,2014-12-20
tzzht,0,1,0,2014-08-03,2015-04-12
u00002,1,1,0,2014-02-23,2014-05-24
ucard,1,1,0,2014-08-03,2014-11-15
ugl_domestic,0,0,1,2015-02-01,2015-07-07
ugl_oz,1,0,0,2014-02-23,2014-10-31
uk-counterfeiter,0,0,1,2015-06-15,2015-06-15
uk-kemicals,0,0,1,2015-06-30,2015-07-07
uk-prozone,0,0,1,2014-04-06,2014-06-01
uk.shrooms,0,0,1,2014-09-22,2015-03-30
uk2cb,0,0,1,2015-04-25,2015-06-20
uk2uk,0,0,1,2014-05-24,2014-05-24
ukbtc,1,1,0,2014-08-03,2014-11-15
ukcartel,0,0,1,2014-02-23,2014-03-06
ukcheesey,0,1,0,2015-03-22,2015-04-07
ukchemicals,0,0,1,2014-10-29,2015-07-07
ukdeals,0,0,1,2014-02-23,2014-10-31
ukgrowers,0,0,1,2014-08-03,2014-12-06
ukjuiceman,0,0,1,2015-04-07,2015-07-07
ukmeds,0,0,1,2014-04-06,2015-07-07
uknextday,1,1,0,2014-04-06,2015-07-07
uknextday!,1,1,0,2015-03-07,2015-03-30
ukp,0,0,1,2014-02-23,2014-04-06
ukpharma,0,0,1,2014-02-24,2015-07-07
ukpharmaceuticals,0,0,1,2014-02-23,2014-02-23
ukpillz,0,0,1,2014-08-03,2014-08-14
ukrime,0,1,0,2014-01-09,2014-01-26
uksupply,0,1,0,2014-08-03,2014-08-14
ukvaliumsupplier15,0,0,1,2015-03-05,2015-06-26
ukweedshop,0,0,1,2014-02-23,2014-10-31
ukwhite,1,1,0,2014-02-23,2015-07-07
ukxtc-,1,1,0,2014-10-25,2014-10-29
ultraviolet-agora,0,0,1,2015-01-08,2015-07-07
unclemorpheus,0,0,1,2014-02-23,2014-10-31
unclepsychedelic,0,0,1,2014-01-09,2015-07-07
underground_god,0,0,1,2015-05-13,2015-06-30
undergroundchem,0,0,1,2014-02-23,2014-04-26
undergroundkings,0,1,0,2014-12-03,2015-07-07
unelinel,0,0,1,2014-12-06,2014-12-23
uniquetreesinc,0,1,0,2014-01-16,2014-06-01
unitednations,0,1,0,2014-08-03,2015-07-07
unknownseller,1,1,0,2014-02-23,2015-07-07
updownandallaround,0,0,1,2014-12-01,2015-05-13
urineluck,0,0,1,2015-01-26,2015-02-02
urlocalbudtender,0,0,1,2015-02-28,2015-07-07
usa-to-usa-drugstore,0,0,1,2015-03-03,2015-07-07
usa2usadutchxtc,0,1,0,2014-08-27,2015-01-01
usadderall1,0,0,1,2015-06-15,2015-06-26
usashroomz,0,0,1,2015-01-21,2015-01-26
usatoday,0,0,1,2015-06-30,2015-07-07
usave,0,0,1,2015-06-11,2015-07-07
usaxanax,0,0,1,2015-06-04,2015-06-04
usaxpress,0,0,1,2014-08-03,2014-10-31
usdank,1,1,0,2014-10-25,2015-05-04
usssl,0,0,1,2015-06-30,2015-07-07
ustous,0,0,1,2015-04-25,2015-07-04
utopia,1,1,0,2014-02-23,2015-07-07
utopic,1,1,0,2014-02-23,2015-07-07
valleybb,0,1,0,2014-05-16,2014-09-22
value.lucid,1,0,0,2014-01-09,2015-06-26
vampirescientist,0,0,1,2015-06-30,2015-07-07
vanillasky,1,1,0,2014-01-16,2015-07-07
vanquisher,0,0,1,2015-06-26,2015-06-30
vapor_pens,0,1,0,2014-12-06,2015-06-20
vashti,0,0,1,2014-04-06,2014-04-26
veeker,0,1,0,2014-03-06,2015-07-07
vegas702,0,0,1,2014-09-22,2014-11-07
vej4neq,0,0,1,2015-04-25,2015-04-27
velocity,0,0,1,2014-02-23,2014-04-06
vendingsolutions,0,1,0,2014-02-23,2014-11-06
vendorcare,0,1,0,2014-12-20,2014-12-24
vendorz,1,1,0,2014-10-25,2015-05-04
verdelimon,0,1,0,2014-01-09,2015-07-07
vger,1,1,0,2014-02-23,2015-07-07
vibrational,0,0,1,2015-01-09,2015-07-07
vicious86,0,1,0,2014-03-03,2015-07-07
victor.but,0,0,1,2014-09-05,2014-11-15
vintorez,0,1,0,2014-12-23,2015-03-10
vipsmoke,0,1,0,2014-08-27,2015-07-07
vitaminkings,0,1,0,2015-06-11,2015-06-30
vitaminstore,0,1,0,2015-03-29,2015-06-11
vizzini,0,0,1,2014-04-06,2014-04-06
vladdyrs,0,0,1,2014-08-14,2015-07-07
vonlipwig,0,0,1,2014-10-25,2014-10-29
vortexearth,0,0,1,2015-04-07,2015-05-04
vouched.agora,0,0,1,2015-04-07,2015-07-07
voucherexpress,0,1,0,2014-08-03,2014-12-03
w33dgrandma,0,0,1,2014-04-26,2014-10-31
waitrose,1,1,0,2015-03-29,2015-07-07
wakeside917,1,1,0,2014-02-05,2015-07-07
walldrug,0,0,1,2015-01-21,2015-02-09
wallstreetx2,0,1,0,2014-02-23,2015-07-07
wally_west,0,0,1,2014-08-14,2015-02-02
walmartsupercenter,0,0,1,2014-04-06,2014-06-01
walt-disney,1,0,0,2014-12-01,2015-06-04
walter_white,0,0,1,2014-04-06,2015-07-07
warbeast,0,1,0,2014-01-16,2015-04-12
warehousedirect,0,1,0,2014-05-24,2015-07-07
warlord3000,0,1,0,2014-10-25,2015-02-16
warrior,0,0,1,2014-08-27,2015-03-13
wcplug,0,0,1,2015-06-26,2015-06-26
weaponized,0,0,1,2015-01-08,2015-01-15
weaponsguy,0,0,1,2014-04-06,2015-04-07
weed4bits,1,1,0,2015-01-01,2015-07-07
weed4dayzz,0,0,1,2014-12-06,2015-02-02
weed4you,0,0,1,2014-01-09,2015-07-07
weedconnect,0,1,0,2014-05-16,2015-07-07
weedee_gonzales,0,0,1,2014-11-15,2015-01-21
weedgirls,1,1,0,2014-02-23,2014-12-15
weedkingg,0,0,1,2015-02-13,2015-02-17
weedland,0,1,0,2014-05-16,2014-10-31
weedmasteruk,0,0,1,2014-12-20,2015-07-07
weednation,0,0,1,2014-02-23,2015-07-07
weedover,0,0,1,2015-06-04,2015-07-07
weedsamaritan,1,1,0,2014-02-28,2015-03-13
weedsensation,0,0,1,2014-11-15,2015-07-07
weedshop,0,0,1,2015-04-07,2015-07-07
weedstarenergy,0,0,1,2014-12-06,2015-01-21
weedy,0,0,1,2015-01-16,2015-07-07
weedybusnis,1,1,0,2014-08-03,2015-02-17
weedyguy,1,0,0,2015-04-25,2015-05-06
weeeeeed,0,0,1,2015-06-15,2015-07-07
wellnesscenter,0,0,1,2015-03-29,2015-04-07
weroll,1,1,0,2014-01-26,2015-07-07
wertu,0,0,1,2014-02-28,2014-10-31
westcoastconnect,0,1,0,2014-03-06,2014-10-31
westcoastconnections,1,0,0,2014-02-28,2015-07-07
westcoastcure,0,0,1,2014-08-03,2015-07-07
westcoastmarket,0,0,1,2014-08-03,2014-09-05
westcoastwellness,0,0,1,2014-04-06,2015-03-29
westernmeds,0,0,1,2015-06-26,2015-07-07
westlovepower,0,0,1,2014-06-01,2014-09-05
whateversavailable,0,0,1,2014-11-15,2015-05-10
wheedle,0,0,1,2014-04-26,2014-12-03
wherestheweedman,0,0,1,2014-09-22,2014-10-31
white_shark,0,0,1,2014-02-23,2014-05-24
whiteowl,1,1,0,2014-08-03,2014-08-27
whitestallion,0,1,0,2014-05-16,2015-01-15
whiteyford,1,1,0,2014-01-09,2015-07-07
wholesalesexpills,0,0,1,2014-11-15,2014-11-15
wholesalesman,0,0,1,2014-11-06,2014-11-07
wholesalexanax,0,0,1,2015-03-07,2015-03-10
wietkoning,0,0,1,2014-05-16,2014-05-16
wiggles,1,1,0,2015-02-11,2015-07-07
wilfred,0,0,1,2014-01-09,2014-03-06
wilhelm_tell,0,1,0,2014-12-10,2015-04-10
william_shatner,1,0,0,2014-02-02,2015-07-07
windowsmoke,0,0,1,2015-06-04,2015-07-07
wingstop,0,0,1,2015-01-08,2015-03-22
wizard.of.oz,0,0,1,2015-04-07,2015-06-30
wizardofozs,1,0,0,2014-02-23,2014-09-22
wonderdough,0,0,1,2015-04-10,2015-06-15
woolzie,0,0,1,2014-02-23,2014-02-28
worldfamous,0,0,1,2015-02-01,2015-04-12
worldwide,0,0,1,2014-04-06,2014-04-06
worldwideweed,0,1,0,2014-05-24,2015-02-16
wrathmore,0,0,1,2014-02-02,2015-07-07
wtf_is_sleep,0,0,1,2015-04-10,2015-06-11
wwwdrugking,0,0,1,2014-02-23,2014-02-23
x-man,0,1,0,2014-08-03,2015-01-16
x7c0mp4ny,1,0,0,2014-04-26,2014-06-01
xanaphone,0,0,1,2015-03-13,2015-03-13
xanax2usa,0,0,1,2014-01-09,2014-10-31
xanax_god,0,0,1,2015-04-03,2015-06-26
xanax_king,0,0,1,2014-02-23,2014-05-24
xanaxking,0,0,1,2014-02-23,2014-02-24
xanaxman,0,0,1,2014-02-23,2014-05-24
xanaxpharm,0,0,1,2015-06-04,2015-07-07
xandies,0,0,1,2014-12-03,2014-12-10
xanford.republic,0,0,1,2014-08-27,2014-08-27
xdoc,0,1,0,2014-01-09,2015-07-07
xedov,0,0,1,2014-08-03,2014-10-31
xgeneryk,0,0,1,2014-12-06,2015-04-12
xinhai,0,1,0,2014-02-23,2015-07-07
xl4,0,0,1,2014-03-03,2014-12-20
xlemondropx,0,0,1,2014-11-15,2015-01-26
xlvioc,0,0,1,2014-01-09,2014-04-06
xonestopshopx,0,0,1,2015-06-30,2015-07-07
xredbullx,1,1,0,2014-04-26,2014-08-14
xstdp4hf,0,0,1,2015-06-26,2015-06-30
xtandmd,1,1,0,2014-02-23,2015-07-07
xtcangel,0,0,1,2014-01-09,2014-03-06
xtcpassion,0,0,1,2014-05-16,2014-06-01
xtremenutrition,0,1,0,2015-03-29,2015-07-07
xxib,0,0,1,2015-04-12,2015-05-10
xxsnowxx,0,0,1,2014-05-16,2014-11-15
xxxplosivee,0,1,0,2014-09-05,2015-06-11
xzirbeldruesex,0,0,1,2015-03-29,2015-07-07
yachtclub,0,1,0,2014-09-05,2015-05-13
yamagucci,0,0,1,2015-06-11,2015-07-07
yaoming-ukevolution,0,0,1,2015-03-29,2015-07-07
yayo,0,0,1,2014-12-01,2015-07-07
yesman18,0,0,1,2014-08-27,2015-01-08
yinyangweed,0,1,0,2015-03-22,2015-07-07
yoloids,0,0,1,2015-02-01,2015-06-04
yos,0,0,1,2014-10-25,2015-07-07
youdrug,0,0,1,2015-06-26,2015-07-07
youonpills,0,1,0,2014-11-15,2015-03-13
yourbuddy,0,0,1,2015-01-16,2015-02-26
yourhealthychoice,0,0,1,2015-06-15,2015-06-30
yourmushsupply,0,0,1,2014-12-06,2015-07-07
yoursupply,0,1,0,2014-03-03,2014-05-16
zable,1,1,0,2014-03-03,2014-11-07
zapp_brannigan,0,1,0,2014-06-01,2014-06-01
zebra,1,0,0,2014-10-25,2014-11-15
zebra,1,0,0,2015-07-04,2015-07-07
zeitgeist,0,0,1,2014-01-09,2014-10-31
zeltasgarden,1,1,0,2014-02-02,2015-07-07
zen_garden,1,0,0,2014-05-16,2015-07-07
zetaoc,0,1,0,2015-05-04,2015-05-10
zetaze,0,0,1,2015-03-22,2015-04-12
zeus,0,0,1,2015-06-30,2015-07-07
ziplokk,0,0,1,2015-02-02,2015-07-07
zohar,0,0,1,2014-01-26,2014-10-31
zolter,0,0,1,2014-09-22,2015-02-24
zorr0,0,0,1,2014-12-10,2014-12-15
zues,0,1,0,2014-05-16,2015-06-20
zunidog,1,0,0,2014-02-23,2015-07-07
zxenonx,0,0,1,2014-01-16,2014-03-06
zya,0,0,1,2014-01-09,2014-05-24
~bigboy,0,0,1,2014-08-03,2015-07-07
~flatbushzombies~,0,0,1,2014-04-06,2014-04-06
~luxurytransport,0,0,1,2015-06-15,2015-06-15
~sweetpuff~,0,0,1,2014-05-24,2014-10-31
