date,board,nPages,nTopics_est,nSample
2015-02-11,"('General Category', 'Product Categories')",8,375,56.0
2015-02-11,"('Offtopic', 'Generic randomness')",7,325,3.0
2015-02-11,"('Official section', 'News')",1,25,1.0
2015-02-11,"('Official section', 'Info')",1,25,1.0
2015-02-11,"('General Category', 'Vendor Discussion')",81,4025,79.0
2015-02-17,"('General Category', 'General Discussion')",537,26825,8588.0
2015-02-17,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-02-17,"('General Category', 'Security Discussion')",40,1975,6.0
2015-02-17,"('General Category', 'Product Offers')",163,8125,1629.0
2015-02-17,"('Local forums', 'German')",30,1475,7.0
2015-02-17,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-02-17,"('General Category', 'Newbie Section ')",349,17425,4921.0
2015-02-17,"('General Category', 'Referral Links')",290,14475,2811.0
2015-02-17,"('Community', 'Drug Safety')",6,275,1.0
2015-02-17,"('General Category', 'New Features')",13,625,1.0
2015-02-17,"('General Category', 'Bugs')",16,775,2.0
2015-02-17,"('General Category', 'Product Categories')",20,975,1.0
2015-02-17,"('Offtopic', 'Generic randomness')",18,875,4.0
2015-02-17,"('Official section', 'News')",1,25,1.0
2015-02-17,"('Official section', 'Info')",1,25,1.0
2015-02-17,"('General Category', 'Vendor Discussion')",204,10175,2122.0
2015-02-19,"('General Category', 'General Discussion')",216,10775,51.0
2015-02-19,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-02-19,"('General Category', 'Security Discussion')",15,725,10.0
2015-02-19,"('General Category', 'Product Offers')",66,3275,45.0
2015-02-19,"('Local forums', 'German')",12,575,8.0
2015-02-19,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-02-19,"('General Category', 'Newbie Section ')",140,6975,120.0
2015-02-19,"('General Category', 'Referral Links')",116,5775,66.0
2015-02-19,"('Community', 'Drug Safety')",2,75,1.0
2015-02-19,"('General Category', 'New Features')",5,225,2.0
2015-02-19,"('General Category', 'Bugs')",7,325,1.0
2015-02-19,"('General Category', 'Product Categories')",8,375,24.0
2015-02-19,"('Offtopic', 'Generic randomness')",7,325,5.0
2015-02-19,"('Official section', 'News')",1,25,1.0
2015-02-19,"('Official section', 'Info')",1,25,1.0
2015-02-19,"('General Category', 'Vendor Discussion')",82,4075,50.0
2015-02-21,"('General Category', 'General Discussion')",539,26925,20.0
2015-02-21,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-02-21,"('General Category', 'Security Discussion')",41,2025,42.0
2015-02-21,"('General Category', 'Product Offers')",165,8225,1782.0
2015-02-21,"('Local forums', 'German')",30,1475,4.0
2015-02-21,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-02-21,"('General Category', 'Newbie Section ')",354,17675,1386.0
2015-02-21,"('General Category', 'Referral Links')",291,14525,624.0
2015-02-21,"('Community', 'Drug Safety')",6,275,1.0
2015-02-21,"('General Category', 'New Features')",13,625,1.0
2015-02-21,"('General Category', 'Bugs')",16,775,1.0
2015-02-21,"('General Category', 'Product Categories')",20,975,2.0
2015-02-21,"('Offtopic', 'Generic randomness')",18,875,4.0
2015-02-21,"('Official section', 'News')",1,25,1.0
2015-02-21,"('Official section', 'Info')",1,25,1.0
2015-02-21,"('General Category', 'Vendor Discussion')",206,10275,1669.0
2015-02-22,"('General Category', 'General Discussion')",539,26925,462.0
2015-02-22,"('General Category', 'Security Discussion')",41,2025,329.0
2015-02-22,"('General Category', 'Newbie Section ')",355,17725,9.0
2015-02-22,"('General Category', 'Referral Links')",291,14525,215.0
2015-02-22,"('Community', 'Drug Safety')",6,275,1.0
2015-02-22,"('Official section', 'News')",1,25,1.0
2015-02-22,"('Official section', 'Info')",1,25,1.0
2015-03-07,"('General Category', 'General Discussion')",542,27075,775.0
2015-03-07,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-03-07,"('General Category', 'Security Discussion')",41,2025,361.0
2015-03-07,"('General Category', 'Product Offers')",166,8275,1357.0
2015-03-07,"('Local forums', 'German')",30,1475,594.0
2015-03-07,"('Community', 'Philosophy, Economics and Justice')",6,275,105.0
2015-03-07,"('General Category', 'Newbie Section ')",358,17875,1276.0
2015-03-07,"('General Category', 'Referral Links')",291,14525,531.0
2015-03-07,"('Community', 'Drug Safety')",6,275,1.0
2015-03-07,"('General Category', 'New Features')",13,625,246.0
2015-03-07,"('General Category', 'Bugs')",16,775,305.0
2015-03-07,"('General Category', 'Product Categories')",20,975,385.0
2015-03-07,"('Offtopic', 'Generic randomness')",18,875,341.0
2015-03-07,"('Official section', 'News')",1,25,1.0
2015-03-07,"('Official section', 'Info')",1,25,1.0
2015-03-07,"('General Category', 'Vendor Discussion')",208,10375,1365.0
2015-03-16,"('General Category', 'General Discussion')",543,27125,2107.0
2015-03-16,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-03-16,"('General Category', 'Security Discussion')",41,2025,7.0
2015-03-16,"('General Category', 'Product Offers')",168,8375,1932.0
2015-03-16,"('Local forums', 'German')",30,1475,7.0
2015-03-16,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-03-16,"('General Category', 'Newbie Section ')",362,18075,1796.0
2015-03-16,"('General Category', 'Referral Links')",291,14525,1385.0
2015-03-16,"('Community', 'Drug Safety')",6,275,1.0
2015-03-16,"('General Category', 'New Features')",13,625,1.0
2015-03-16,"('General Category', 'Bugs')",16,775,2.0
2015-03-16,"('General Category', 'Product Categories')",20,975,1.0
2015-03-16,"('Offtopic', 'Generic randomness')",18,875,2.0
2015-03-16,"('Official section', 'News')",1,25,1.0
2015-03-16,"('Official section', 'Info')",1,25,1.0
2015-03-16,"('General Category', 'Vendor Discussion')",209,10425,1909.0
2015-03-19,"('General Category', 'General Discussion')",545,27225,69.0
2015-03-19,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-03-19,"('General Category', 'Security Discussion')",42,2075,15.0
2015-03-19,"('General Category', 'Product Offers')",170,8475,75.0
2015-03-19,"('Local forums', 'German')",30,1475,13.0
2015-03-19,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-03-19,"('General Category', 'Newbie Section ')",364,18175,169.0
2015-03-19,"('General Category', 'Referral Links')",293,14625,6.0
2015-03-19,"('Community', 'Drug Safety')",6,275,1.0
2015-03-19,"('General Category', 'New Features')",13,625,1.0
2015-03-19,"('General Category', 'Bugs')",16,775,6.0
2015-03-19,"('General Category', 'Product Categories')",21,1025,8.0
2015-03-19,"('Offtopic', 'Generic randomness')",18,875,1.0
2015-03-19,"('Official section', 'News')",1,25,1.0
2015-03-19,"('Official section', 'Info')",1,25,1.0
2015-03-19,"('General Category', 'Vendor Discussion')",212,10575,57.0
2015-03-22,"('General Category', 'General Discussion')",547,27325,71.0
2015-03-22,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-03-22,"('General Category', 'Security Discussion')",42,2075,5.0
2015-03-22,"('General Category', 'Product Offers')",171,8525,37.0
2015-03-22,"('Local forums', 'German')",30,1475,6.0
2015-03-22,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-03-22,"('General Category', 'Newbie Section ')",372,18575,156.0
2015-03-22,"('General Category', 'Referral Links')",294,14675,67.0
2015-03-22,"('Community', 'Drug Safety')",6,275,1.0
2015-03-22,"('General Category', 'New Features')",13,625,1.0
2015-03-22,"('General Category', 'Bugs')",16,775,1.0
2015-03-22,"('General Category', 'Product Categories')",21,1025,11.0
2015-03-22,"('Offtopic', 'Generic randomness')",18,875,3.0
2015-03-22,"('Official section', 'News')",1,25,1.0
2015-03-22,"('Official section', 'Info')",1,25,1.0
2015-03-22,"('General Category', 'Vendor Discussion')",214,10675,81.0
2015-04-04,"('General Category', 'General Discussion')",551,27525,617.0
2015-04-04,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-04,"('General Category', 'Security Discussion')",42,2075,743.0
2015-04-04,"('General Category', 'Product Offers')",173,8625,634.0
2015-04-04,"('Local forums', 'German')",30,1475,349.0
2015-04-04,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-04-04,"('General Category', 'Newbie Section ')",383,19125,484.0
2015-04-04,"('General Category', 'Referral Links')",297,14825,571.0
2015-04-04,"('Community', 'Drug Safety')",6,275,1.0
2015-04-04,"('General Category', 'New Features')",13,625,4.0
2015-04-04,"('General Category', 'Bugs')",16,775,138.0
2015-04-04,"('General Category', 'Product Categories')",21,1025,139.0
2015-04-04,"('Offtopic', 'Generic randomness')",18,875,240.0
2015-04-04,"('Official section', 'News')",1,25,1.0
2015-04-04,"('Official section', 'Info')",1,25,1.0
2015-04-04,"('General Category', 'Vendor Discussion')",217,10825,622.0
2015-04-05,"('General Category', 'General Discussion')",552,27575,48.0
2015-04-05,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-05,"('General Category', 'Security Discussion')",42,2075,5.0
2015-04-05,"('General Category', 'Product Offers')",173,8625,11.0
2015-04-05,"('Local forums', 'German')",30,1475,23.0
2015-04-05,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-04-05,"('General Category', 'Newbie Section ')",383,19125,58.0
2015-04-05,"('General Category', 'Referral Links')",297,14825,6.0
2015-04-05,"('Community', 'Drug Safety')",6,275,1.0
2015-04-05,"('General Category', 'New Features')",13,625,2.0
2015-04-05,"('General Category', 'Bugs')",16,775,2.0
2015-04-05,"('General Category', 'Product Categories')",21,1025,3.0
2015-04-05,"('Offtopic', 'Generic randomness')",18,875,3.0
2015-04-05,"('Official section', 'News')",1,25,1.0
2015-04-05,"('Official section', 'Info')",1,25,1.0
2015-04-05,"('General Category', 'Vendor Discussion')",217,10825,43.0
2015-04-07,"('General Category', 'General Discussion')",552,27575,163.0
2015-04-07,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-07,"('General Category', 'Security Discussion')",42,2075,1.0
2015-04-07,"('General Category', 'Product Offers')",173,8625,1.0
2015-04-07,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-04-07,"('General Category', 'Newbie Section ')",383,19125,330.0
2015-04-07,"('General Category', 'Referral Links')",297,14825,132.0
2015-04-07,"('Community', 'Drug Safety')",6,275,1.0
2015-04-07,"('General Category', 'New Features')",13,625,1.0
2015-04-07,"('General Category', 'Bugs')",16,775,1.0
2015-04-07,"('General Category', 'Product Categories')",21,1025,1.0
2015-04-07,"('Offtopic', 'Generic randomness')",18,875,77.0
2015-04-07,"('Official section', 'News')",1,25,1.0
2015-04-07,"('Official section', 'Info')",1,25,1.0
2015-04-07,"('General Category', 'Vendor Discussion')",218,10875,139.0
2015-04-09,"('General Category', 'General Discussion')",553,27625,182.0
2015-04-09,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-09,"('General Category', 'Security Discussion')",43,2125,321.0
2015-04-09,"('General Category', 'Product Offers')",173,8625,682.0
2015-04-09,"('Local forums', 'German')",30,1475,600.0
2015-04-09,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-04-09,"('General Category', 'Newbie Section ')",382,19075,236.0
2015-04-09,"('General Category', 'Referral Links')",299,14925,222.0
2015-04-09,"('Community', 'Drug Safety')",6,275,2.0
2015-04-09,"('General Category', 'New Features')",13,625,2.0
2015-04-09,"('General Category', 'Bugs')",16,775,290.0
2015-04-09,"('General Category', 'Product Categories')",21,1025,24.0
2015-04-09,"('Offtopic', 'Generic randomness')",18,875,22.0
2015-04-09,"('Official section', 'News')",1,25,1.0
2015-04-09,"('Official section', 'Info')",1,25,1.0
2015-04-09,"('General Category', 'Vendor Discussion')",219,10925,130.0
2015-04-10,"('General Category', 'General Discussion')",553,27625,38.0
2015-04-10,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-10,"('General Category', 'Security Discussion')",42,2075,12.0
2015-04-10,"('General Category', 'Product Offers')",175,8725,59.0
2015-04-10,"('Local forums', 'German')",30,1475,8.0
2015-04-10,"('Community', 'Philosophy, Economics and Justice')",6,275,2.0
2015-04-10,"('General Category', 'Newbie Section ')",385,19225,89.0
2015-04-10,"('General Category', 'Referral Links')",300,14975,33.0
2015-04-10,"('Community', 'Drug Safety')",6,275,3.0
2015-04-10,"('General Category', 'New Features')",13,625,3.0
2015-04-10,"('General Category', 'Bugs')",16,775,4.0
2015-04-10,"('General Category', 'Product Categories')",22,1075,6.0
2015-04-10,"('Offtopic', 'Generic randomness')",18,875,22.0
2015-04-10,"('Official section', 'News')",1,25,1.0
2015-04-10,"('Official section', 'Info')",1,25,1.0
2015-04-10,"('General Category', 'Vendor Discussion')",219,10925,209.0
2015-04-12,"('General Category', 'General Discussion')",554,27675,39.0
2015-04-12,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-12,"('General Category', 'Security Discussion')",42,2075,170.0
2015-04-12,"('General Category', 'Product Offers')",175,8725,155.0
2015-04-12,"('Local forums', 'German')",32,1575,44.0
2015-04-12,"('Community', 'Philosophy, Economics and Justice')",6,275,2.0
2015-04-12,"('General Category', 'Newbie Section ')",391,19525,170.0
2015-04-12,"('General Category', 'Referral Links')",300,14975,1.0
2015-04-12,"('Community', 'Drug Safety')",6,275,5.0
2015-04-12,"('General Category', 'New Features')",14,675,5.0
2015-04-12,"('General Category', 'Bugs')",16,775,12.0
2015-04-12,"('General Category', 'Product Categories')",22,1075,14.0
2015-04-12,"('Offtopic', 'Generic randomness')",18,875,4.0
2015-04-12,"('Official section', 'News')",1,25,1.0
2015-04-12,"('Official section', 'Info')",1,25,1.0
2015-04-12,"('General Category', 'Vendor Discussion')",221,11025,164.0
2015-04-13,"('General Category', 'General Discussion')",555,27725,22.0
2015-04-13,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-13,"('General Category', 'Security Discussion')",42,2075,2.0
2015-04-13,"('General Category', 'Product Offers')",176,8775,24.0
2015-04-13,"('Local forums', 'German')",32,1575,1.0
2015-04-13,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-04-13,"('General Category', 'Newbie Section ')",387,19325,180.0
2015-04-13,"('General Category', 'Referral Links')",300,14975,333.0
2015-04-13,"('Community', 'Drug Safety')",6,275,1.0
2015-04-13,"('General Category', 'New Features')",13,625,1.0
2015-04-13,"('General Category', 'Bugs')",16,775,20.0
2015-04-13,"('General Category', 'Product Categories')",21,1025,23.0
2015-04-13,"('Offtopic', 'Generic randomness')",18,875,3.0
2015-04-13,"('Official section', 'News')",1,25,1.0
2015-04-13,"('Official section', 'Info')",1,25,1.0
2015-04-13,"('General Category', 'Vendor Discussion')",221,11025,55.0
2015-04-14,"('General Category', 'General Discussion')",554,27675,47.0
2015-04-14,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-14,"('General Category', 'Security Discussion')",42,2075,168.0
2015-04-14,"('General Category', 'Product Offers')",176,8775,31.0
2015-04-14,"('Local forums', 'German')",32,1575,4.0
2015-04-14,"('Community', 'Philosophy, Economics and Justice')",6,275,3.0
2015-04-14,"('General Category', 'Newbie Section ')",382,19075,109.0
2015-04-14,"('General Category', 'Referral Links')",297,14825,10.0
2015-04-14,"('Community', 'Drug Safety')",6,275,3.0
2015-04-14,"('General Category', 'New Features')",13,625,7.0
2015-04-14,"('General Category', 'Bugs')",16,775,8.0
2015-04-14,"('General Category', 'Product Categories')",21,1025,7.0
2015-04-14,"('Offtopic', 'Generic randomness')",18,875,6.0
2015-04-14,"('Official section', 'News')",1,25,1.0
2015-04-14,"('Official section', 'Info')",1,25,1.0
2015-04-14,"('General Category', 'Vendor Discussion')",221,11025,154.0
2015-04-17,"('General Category', 'General Discussion')",555,27725,771.0
2015-04-17,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-17,"('General Category', 'Security Discussion')",43,2125,284.0
2015-04-17,"('General Category', 'Product Offers')",176,8775,781.0
2015-04-17,"('Local forums', 'German')",32,1575,197.0
2015-04-17,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-04-17,"('General Category', 'Newbie Section ')",390,19475,798.0
2015-04-17,"('General Category', 'Referral Links')",300,14975,502.0
2015-04-17,"('Community', 'Drug Safety')",6,275,1.0
2015-04-17,"('General Category', 'New Features')",13,625,1.0
2015-04-17,"('General Category', 'Bugs')",16,775,1.0
2015-04-17,"('General Category', 'Product Categories')",21,1025,2.0
2015-04-17,"('Offtopic', 'Generic randomness')",18,875,1.0
2015-04-17,"('Official section', 'News')",1,25,1.0
2015-04-17,"('Official section', 'Info')",1,25,1.0
2015-04-17,"('General Category', 'Vendor Discussion')",222,11075,668.0
2015-04-18,"('General Category', 'General Discussion')",556,27775,13.0
2015-04-18,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-18,"('General Category', 'Security Discussion')",43,2125,1.0
2015-04-18,"('General Category', 'Product Offers')",176,8775,2.0
2015-04-18,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-04-18,"('General Category', 'Newbie Section ')",390,19475,12.0
2015-04-18,"('General Category', 'Referral Links')",301,15025,3.0
2015-04-18,"('Community', 'Drug Safety')",6,275,2.0
2015-04-18,"('General Category', 'New Features')",13,625,1.0
2015-04-18,"('General Category', 'Bugs')",16,775,1.0
2015-04-18,"('General Category', 'Product Categories')",21,1025,1.0
2015-04-18,"('Official section', 'News')",1,25,1.0
2015-04-18,"('Official section', 'Info')",1,25,1.0
2015-04-18,"('General Category', 'Vendor Discussion')",222,11075,4.0
2015-04-19,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-19,"('Community', 'Drug Safety')",6,275,1.0
2015-04-19,"('General Category', 'Bugs')",16,775,1.0
2015-04-19,"('Official section', 'Info')",1,25,1.0
2015-04-22,"('General Category', 'Referral Links')",301,15025,890.0
2015-04-23,"('General Category', 'General Discussion')",557,27825,435.0
2015-04-23,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-23,"('General Category', 'Security Discussion')",42,2075,438.0
2015-04-23,"('General Category', 'Product Offers')",176,8775,413.0
2015-04-23,"('Local forums', 'German')",32,1575,267.0
2015-04-23,"('Community', 'Philosophy, Economics and Justice')",6,275,109.0
2015-04-23,"('General Category', 'Newbie Section ')",388,19375,268.0
2015-04-23,"('General Category', 'Referral Links')",301,15025,1.0
2015-04-23,"('Community', 'Drug Safety')",6,275,118.0
2015-04-23,"('General Category', 'New Features')",13,625,256.0
2015-04-23,"('General Category', 'Bugs')",16,775,289.0
2015-04-23,"('General Category', 'Product Categories')",21,1025,279.0
2015-04-23,"('Offtopic', 'Generic randomness')",18,875,269.0
2015-04-23,"('Official section', 'News')",1,25,6.0
2015-04-23,"('Official section', 'Info')",1,25,5.0
2015-04-23,"('General Category', 'Vendor Discussion')",222,11075,430.0
2015-04-25,"('General Category', 'General Discussion')",556,27775,1422.0
2015-04-25,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-25,"('General Category', 'Security Discussion')",42,2075,419.0
2015-04-25,"('General Category', 'Product Offers')",176,8775,1521.0
2015-04-25,"('Local forums', 'German')",12,575,419.0
2015-04-25,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-04-25,"('General Category', 'Newbie Section ')",160,7975,1946.0
2015-04-25,"('General Category', 'Referral Links')",121,6025,1166.0
2015-04-25,"('Community', 'Drug Safety')",6,275,1.0
2015-04-25,"('General Category', 'New Features')",6,275,4.0
2015-04-25,"('Offtopic', 'Generic randomness')",8,375,122.0
2015-04-25,"('Official section', 'News')",1,25,1.0
2015-04-25,"('Official section', 'Info')",1,25,1.0
2015-04-25,"('General Category', 'Vendor Discussion')",222,11075,6.0
2015-04-27,"('General Category', 'General Discussion')",224,11175,48.0
2015-04-27,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-27,"('General Category', 'Security Discussion')",18,875,2.0
2015-04-27,"('General Category', 'Product Offers')",70,3475,15.0
2015-04-27,"('Local forums', 'German')",12,575,7.0
2015-04-27,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-04-27,"('General Category', 'Newbie Section ')",163,8125,146.0
2015-04-27,"('General Category', 'Referral Links')",121,6025,11.0
2015-04-27,"('Community', 'Drug Safety')",2,75,1.0
2015-04-27,"('General Category', 'New Features')",5,225,1.0
2015-04-27,"('General Category', 'Bugs')",7,325,307.0
2015-04-27,"('General Category', 'Product Categories')",9,425,387.0
2015-04-27,"('Offtopic', 'Generic randomness')",8,375,5.0
2015-04-27,"('Official section', 'News')",1,25,1.0
2015-04-27,"('Official section', 'Info')",1,25,1.0
2015-04-27,"('General Category', 'Vendor Discussion')",90,4475,1172.0
2015-04-30,"('General Category', 'General Discussion')",224,11175,42.0
2015-04-30,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-04-30,"('General Category', 'Security Discussion')",18,875,9.0
2015-04-30,"('General Category', 'Product Offers')",70,3475,417.0
2015-04-30,"('Local forums', 'German')",12,575,10.0
2015-04-30,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-04-30,"('General Category', 'Newbie Section ')",164,8175,317.0
2015-04-30,"('General Category', 'Referral Links')",121,6025,5.0
2015-04-30,"('Community', 'Drug Safety')",2,75,1.0
2015-04-30,"('General Category', 'New Features')",5,225,1.0
2015-04-30,"('General Category', 'Bugs')",7,325,1.0
2015-04-30,"('General Category', 'Product Categories')",9,425,2.0
2015-04-30,"('Offtopic', 'Generic randomness')",8,375,2.0
2015-04-30,"('Official section', 'News')",1,25,1.0
2015-04-30,"('Official section', 'Info')",1,25,1.0
2015-04-30,"('General Category', 'Vendor Discussion')",90,4475,233.0
2015-05-01,"('General Category', 'General Discussion')",225,11225,50.0
2015-05-01,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-05-01,"('General Category', 'Security Discussion')",18,875,4.0
2015-05-01,"('General Category', 'Product Offers')",70,3475,11.0
2015-05-01,"('Local forums', 'German')",12,575,12.0
2015-05-01,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-05-01,"('General Category', 'Newbie Section ')",165,8225,86.0
2015-05-01,"('General Category', 'Referral Links')",121,6025,453.0
2015-05-01,"('Community', 'Drug Safety')",2,75,1.0
2015-05-01,"('General Category', 'New Features')",5,225,1.0
2015-05-01,"('General Category', 'Bugs')",7,325,2.0
2015-05-01,"('General Category', 'Product Categories')",9,425,1.0
2015-05-01,"('Offtopic', 'Generic randomness')",8,375,1.0
2015-05-01,"('Official section', 'News')",1,25,1.0
2015-05-01,"('Official section', 'Info')",1,25,1.0
2015-05-01,"('General Category', 'Vendor Discussion')",91,4525,42.0
2015-05-03,"('General Category', 'General Discussion')",225,11225,758.0
2015-05-03,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-05-03,"('General Category', 'Security Discussion')",18,875,4.0
2015-05-03,"('General Category', 'Product Offers')",71,3525,682.0
2015-05-03,"('Local forums', 'German')",12,575,2.0
2015-05-03,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-05-03,"('General Category', 'Newbie Section ')",167,8325,558.0
2015-05-03,"('General Category', 'Referral Links')",121,6025,378.0
2015-05-03,"('Community', 'Drug Safety')",2,75,1.0
2015-05-03,"('General Category', 'New Features')",5,225,1.0
2015-05-03,"('General Category', 'Bugs')",7,325,4.0
2015-05-03,"('General Category', 'Product Categories')",9,425,1.0
2015-05-03,"('Offtopic', 'Generic randomness')",8,375,2.0
2015-05-03,"('Official section', 'News')",1,25,1.0
2015-05-03,"('Official section', 'Info')",1,25,1.0
2015-05-03,"('General Category', 'Vendor Discussion')",91,4525,370.0
2015-05-05,"('General Category', 'General Discussion')",225,11225,42.0
2015-05-05,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-05-05,"('General Category', 'Security Discussion')",18,875,6.0
2015-05-05,"('General Category', 'Product Offers')",72,3575,54.0
2015-05-05,"('Local forums', 'German')",14,675,6.0
2015-05-05,"('Community', 'Philosophy, Economics and Justice')",3,125,2.0
2015-05-05,"('General Category', 'Newbie Section ')",167,8325,136.0
2015-05-05,"('General Category', 'Referral Links')",121,6025,2.0
2015-05-05,"('Community', 'Drug Safety')",2,75,1.0
2015-05-05,"('General Category', 'New Features')",5,225,1.0
2015-05-05,"('General Category', 'Bugs')",7,325,2.0
2015-05-05,"('General Category', 'Product Categories')",9,425,4.0
2015-05-05,"('Offtopic', 'Generic randomness')",8,375,3.0
2015-05-05,"('Official section', 'News')",1,25,1.0
2015-05-05,"('Official section', 'Info')",1,25,1.0
2015-05-05,"('General Category', 'Vendor Discussion')",91,4525,19.0
2015-05-06,"('General Category', 'General Discussion')",226,11275,24.0
2015-05-06,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-05-06,"('General Category', 'Security Discussion')",18,875,4.0
2015-05-06,"('General Category', 'Product Offers')",71,3525,5.0
2015-05-06,"('Local forums', 'German')",14,675,1.0
2015-05-06,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-05-06,"('General Category', 'Newbie Section ')",169,8425,156.0
2015-05-06,"('General Category', 'Referral Links')",121,6025,2.0
2015-05-06,"('Community', 'Drug Safety')",2,75,2.0
2015-05-06,"('General Category', 'New Features')",5,225,1.0
2015-05-06,"('General Category', 'Bugs')",7,325,2.0
2015-05-06,"('General Category', 'Product Categories')",9,425,43.0
2015-05-06,"('Offtopic', 'Generic randomness')",8,375,1.0
2015-05-06,"('Official section', 'News')",1,25,1.0
2015-05-06,"('Official section', 'Info')",1,25,1.0
2015-05-06,"('General Category', 'Vendor Discussion')",91,4525,20.0
2015-05-10,"('General Category', 'General Discussion')",226,11275,2880.0
2015-05-10,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-05-10,"('General Category', 'Security Discussion')",18,875,198.0
2015-05-10,"('General Category', 'Product Offers')",72,3575,1403.0
2015-05-10,"('Local forums', 'German')",12,575,1.0
2015-05-10,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-05-10,"('General Category', 'Newbie Section ')",165,8225,2676.0
2015-05-10,"('General Category', 'Referral Links')",121,6025,1973.0
2015-05-10,"('Community', 'Drug Safety')",2,75,1.0
2015-05-10,"('General Category', 'New Features')",6,275,2.0
2015-05-10,"('General Category', 'Bugs')",7,325,3.0
2015-05-10,"('General Category', 'Product Categories')",9,425,8.0
2015-05-10,"('Offtopic', 'Generic randomness')",8,375,1.0
2015-05-10,"('Official section', 'News')",1,25,1.0
2015-05-10,"('Official section', 'Info')",1,25,1.0
2015-05-10,"('General Category', 'Vendor Discussion')",91,4525,2736.0
2015-05-11,"('General Category', 'General Discussion')",226,11275,33.0
2015-05-11,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-05-11,"('General Category', 'Security Discussion')",18,875,8.0
2015-05-11,"('General Category', 'Product Offers')",72,3575,597.0
2015-05-11,"('Local forums', 'German')",14,675,5.0
2015-05-11,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-05-11,"('General Category', 'Newbie Section ')",164,8175,187.0
2015-05-11,"('General Category', 'Referral Links')",121,6025,1.0
2015-05-11,"('Community', 'Drug Safety')",2,75,2.0
2015-05-11,"('General Category', 'New Features')",5,225,201.0
2015-05-11,"('General Category', 'Bugs')",7,325,2.0
2015-05-11,"('General Category', 'Product Categories')",9,425,4.0
2015-05-11,"('Offtopic', 'Generic randomness')",8,375,20.0
2015-05-11,"('Official section', 'News')",1,25,1.0
2015-05-11,"('Official section', 'Info')",1,25,1.0
2015-05-11,"('General Category', 'Vendor Discussion')",92,4575,33.0
2015-05-15,"('General Category', 'General Discussion')",226,11275,35.0
2015-05-15,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-05-15,"('General Category', 'Security Discussion')",18,875,7.0
2015-05-15,"('General Category', 'Product Offers')",72,3575,18.0
2015-05-15,"('Local forums', 'German')",14,675,5.0
2015-05-15,"('Community', 'Philosophy, Economics and Justice')",3,125,2.0
2015-05-15,"('General Category', 'Newbie Section ')",163,8125,250.0
2015-05-15,"('General Category', 'Referral Links')",121,6025,107.0
