index,board,nPages,date,nTopics_est
6,"('General Category', 'Newbie Section ')",364,2015-03-19,18175
7,"('General Category', 'Referral Links')",293,2015-03-19,14625
8,"('Community', 'Drug Safety')",6,2015-03-19,275
9,"('General Category', 'New Features')",13,2015-03-19,625
10,"('General Category', 'Bugs')",16,2015-03-19,775
11,"('General Category', 'Product Categories')",21,2015-03-19,1025
12,"('Offtopic', 'Generic randomness')",18,2015-03-19,875
13,"('Official section', 'News')",1,2015-03-19,25
14,"('Official section', 'Info')",1,2015-03-19,25
15,"('General Category', 'Vendor Discussion')",212,2015-03-19,10575
0,"('General Category', 'General Discussion')",547,2015-03-22,27325
1,"('General Category', 'Access vendor-only forum')",1,2015-03-22,25
2,"('General Category', 'Security Discussion')",42,2015-03-22,2075
3,"('General Category', 'Product Offers')",171,2015-03-22,8525
4,"('Local forums', 'German')",30,2015-03-22,1475
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-03-22,275
6,"('General Category', 'Newbie Section ')",372,2015-03-22,18575
7,"('General Category', 'Referral Links')",294,2015-03-22,14675
8,"('Community', 'Drug Safety')",6,2015-03-22,275
9,"('General Category', 'New Features')",13,2015-03-22,625
10,"('General Category', 'Bugs')",16,2015-03-22,775
11,"('General Category', 'Product Categories')",21,2015-03-22,1025
12,"('Offtopic', 'Generic randomness')",18,2015-03-22,875
13,"('Official section', 'News')",1,2015-03-22,25
14,"('Official section', 'Info')",1,2015-03-22,25
15,"('General Category', 'Vendor Discussion')",214,2015-03-22,10675
0,"('General Category', 'General Discussion')",551,2015-04-04,27525
1,"('General Category', 'Access vendor-only forum')",1,2015-04-04,25
2,"('General Category', 'Security Discussion')",42,2015-04-04,2075
3,"('General Category', 'Product Offers')",173,2015-04-04,8625
4,"('Local forums', 'German')",30,2015-04-04,1475
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-04,275
6,"('General Category', 'Newbie Section ')",383,2015-04-04,19125
7,"('General Category', 'Referral Links')",297,2015-04-04,14825
8,"('Community', 'Drug Safety')",6,2015-04-04,275
9,"('General Category', 'New Features')",13,2015-04-04,625
10,"('General Category', 'Bugs')",16,2015-04-04,775
11,"('General Category', 'Product Categories')",21,2015-04-04,1025
12,"('Offtopic', 'Generic randomness')",18,2015-04-04,875
13,"('Official section', 'News')",1,2015-04-04,25
14,"('Official section', 'Info')",1,2015-04-04,25
15,"('General Category', 'Vendor Discussion')",217,2015-04-04,10825
0,"('General Category', 'General Discussion')",552,2015-04-05,27575
1,"('General Category', 'Access vendor-only forum')",1,2015-04-05,25
2,"('General Category', 'Security Discussion')",42,2015-04-05,2075
3,"('General Category', 'Product Offers')",173,2015-04-05,8625
4,"('Local forums', 'German')",30,2015-04-05,1475
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-05,275
6,"('General Category', 'Newbie Section ')",383,2015-04-05,19125
7,"('General Category', 'Referral Links')",297,2015-04-05,14825
8,"('Community', 'Drug Safety')",6,2015-04-05,275
9,"('General Category', 'New Features')",13,2015-04-05,625
10,"('General Category', 'Bugs')",16,2015-04-05,775
11,"('General Category', 'Product Categories')",21,2015-04-05,1025
12,"('Offtopic', 'Generic randomness')",18,2015-04-05,875
13,"('Official section', 'News')",1,2015-04-05,25
14,"('Official section', 'Info')",1,2015-04-05,25
15,"('General Category', 'Vendor Discussion')",217,2015-04-05,10825
0,"('General Category', 'General Discussion')",552,2015-04-07,27575
1,"('General Category', 'Access vendor-only forum')",1,2015-04-07,25
2,"('General Category', 'Security Discussion')",42,2015-04-07,2075
3,"('General Category', 'Product Offers')",173,2015-04-07,8625
4,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-07,275
5,"('General Category', 'Newbie Section ')",383,2015-04-07,19125
6,"('General Category', 'Referral Links')",297,2015-04-07,14825
7,"('Community', 'Drug Safety')",6,2015-04-07,275
8,"('General Category', 'New Features')",13,2015-04-07,625
9,"('General Category', 'Bugs')",16,2015-04-07,775
10,"('General Category', 'Product Categories')",21,2015-04-07,1025
11,"('Offtopic', 'Generic randomness')",18,2015-04-07,875
12,"('Official section', 'News')",1,2015-04-07,25
13,"('Official section', 'Info')",1,2015-04-07,25
14,"('General Category', 'Vendor Discussion')",218,2015-04-07,10875
0,"('General Category', 'General Discussion')",553,2015-04-09,27625
1,"('General Category', 'Access vendor-only forum')",1,2015-04-09,25
2,"('General Category', 'Security Discussion')",43,2015-04-09,2125
3,"('General Category', 'Product Offers')",173,2015-04-09,8625
4,"('Local forums', 'German')",30,2015-04-09,1475
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-09,275
6,"('General Category', 'Newbie Section ')",382,2015-04-09,19075
7,"('General Category', 'Referral Links')",299,2015-04-09,14925
8,"('Community', 'Drug Safety')",6,2015-04-09,275
9,"('General Category', 'New Features')",13,2015-04-09,625
10,"('General Category', 'Bugs')",16,2015-04-09,775
11,"('General Category', 'Product Categories')",21,2015-04-09,1025
12,"('Offtopic', 'Generic randomness')",18,2015-04-09,875
13,"('Official section', 'News')",1,2015-04-09,25
14,"('Official section', 'Info')",1,2015-04-09,25
15,"('General Category', 'Vendor Discussion')",219,2015-04-09,10925
0,"('General Category', 'General Discussion')",553,2015-04-10,27625
1,"('General Category', 'Access vendor-only forum')",1,2015-04-10,25
2,"('General Category', 'Security Discussion')",42,2015-04-10,2075
3,"('General Category', 'Product Offers')",175,2015-04-10,8725
4,"('Local forums', 'German')",30,2015-04-10,1475
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-10,275
6,"('General Category', 'Newbie Section ')",385,2015-04-10,19225
7,"('General Category', 'Referral Links')",300,2015-04-10,14975
8,"('Community', 'Drug Safety')",6,2015-04-10,275
9,"('General Category', 'New Features')",13,2015-04-10,625
10,"('General Category', 'Bugs')",16,2015-04-10,775
11,"('General Category', 'Product Categories')",22,2015-04-10,1075
12,"('Offtopic', 'Generic randomness')",18,2015-04-10,875
13,"('Official section', 'News')",1,2015-04-10,25
14,"('Official section', 'Info')",1,2015-04-10,25
15,"('General Category', 'Vendor Discussion')",219,2015-04-10,10925
0,"('General Category', 'General Discussion')",554,2015-04-12,27675
1,"('General Category', 'Access vendor-only forum')",1,2015-04-12,25
2,"('General Category', 'Security Discussion')",42,2015-04-12,2075
3,"('General Category', 'Product Offers')",175,2015-04-12,8725
4,"('Local forums', 'German')",32,2015-04-12,1575
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-12,275
6,"('General Category', 'Newbie Section ')",391,2015-04-12,19525
7,"('General Category', 'Referral Links')",300,2015-04-12,14975
8,"('Community', 'Drug Safety')",6,2015-04-12,275
9,"('General Category', 'New Features')",14,2015-04-12,675
10,"('General Category', 'Bugs')",16,2015-04-12,775
11,"('General Category', 'Product Categories')",22,2015-04-12,1075
12,"('Offtopic', 'Generic randomness')",18,2015-04-12,875
13,"('Official section', 'News')",1,2015-04-12,25
14,"('Official section', 'Info')",1,2015-04-12,25
15,"('General Category', 'Vendor Discussion')",221,2015-04-12,11025
0,"('General Category', 'General Discussion')",555,2015-04-13,27725
1,"('General Category', 'Access vendor-only forum')",1,2015-04-13,25
2,"('General Category', 'Security Discussion')",42,2015-04-13,2075
3,"('General Category', 'Product Offers')",176,2015-04-13,8775
4,"('Local forums', 'German')",32,2015-04-13,1575
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-13,275
6,"('General Category', 'Newbie Section ')",387,2015-04-13,19325
7,"('General Category', 'Referral Links')",300,2015-04-13,14975
8,"('Community', 'Drug Safety')",6,2015-04-13,275
9,"('General Category', 'New Features')",13,2015-04-13,625
10,"('General Category', 'Bugs')",16,2015-04-13,775
11,"('General Category', 'Product Categories')",21,2015-04-13,1025
12,"('Offtopic', 'Generic randomness')",18,2015-04-13,875
13,"('Official section', 'News')",1,2015-04-13,25
14,"('Official section', 'Info')",1,2015-04-13,25
15,"('General Category', 'Vendor Discussion')",221,2015-04-13,11025
0,"('General Category', 'General Discussion')",554,2015-04-14,27675
1,"('General Category', 'Access vendor-only forum')",1,2015-04-14,25
2,"('General Category', 'Security Discussion')",42,2015-04-14,2075
3,"('General Category', 'Product Offers')",176,2015-04-14,8775
4,"('Local forums', 'German')",32,2015-04-14,1575
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-14,275
6,"('General Category', 'Newbie Section ')",382,2015-04-14,19075
7,"('General Category', 'Referral Links')",297,2015-04-14,14825
8,"('Community', 'Drug Safety')",6,2015-04-14,275
9,"('General Category', 'New Features')",13,2015-04-14,625
10,"('General Category', 'Bugs')",16,2015-04-14,775
11,"('General Category', 'Product Categories')",21,2015-04-14,1025
12,"('Offtopic', 'Generic randomness')",18,2015-04-14,875
13,"('Official section', 'News')",1,2015-04-14,25
14,"('Official section', 'Info')",1,2015-04-14,25
15,"('General Category', 'Vendor Discussion')",221,2015-04-14,11025
0,"('General Category', 'General Discussion')",555,2015-04-17,27725
1,"('General Category', 'Access vendor-only forum')",1,2015-04-17,25
2,"('General Category', 'Security Discussion')",43,2015-04-17,2125
3,"('General Category', 'Product Offers')",176,2015-04-17,8775
4,"('Local forums', 'German')",32,2015-04-17,1575
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-17,275
6,"('General Category', 'Newbie Section ')",390,2015-04-17,19475
7,"('General Category', 'Referral Links')",300,2015-04-17,14975
8,"('Community', 'Drug Safety')",6,2015-04-17,275
9,"('General Category', 'New Features')",13,2015-04-17,625
10,"('General Category', 'Bugs')",16,2015-04-17,775
11,"('General Category', 'Product Categories')",21,2015-04-17,1025
12,"('Offtopic', 'Generic randomness')",18,2015-04-17,875
13,"('Official section', 'News')",1,2015-04-17,25
14,"('Official section', 'Info')",1,2015-04-17,25
15,"('General Category', 'Vendor Discussion')",222,2015-04-17,11075
0,"('General Category', 'General Discussion')",556,2015-04-18,27775
1,"('General Category', 'Access vendor-only forum')",1,2015-04-18,25
2,"('General Category', 'Security Discussion')",43,2015-04-18,2125
3,"('General Category', 'Product Offers')",176,2015-04-18,8775
4,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-18,275
5,"('General Category', 'Newbie Section ')",390,2015-04-18,19475
6,"('General Category', 'Referral Links')",301,2015-04-18,15025
7,"('Community', 'Drug Safety')",6,2015-04-18,275
8,"('General Category', 'New Features')",13,2015-04-18,625
9,"('General Category', 'Bugs')",16,2015-04-18,775
10,"('General Category', 'Product Categories')",21,2015-04-18,1025
11,"('Official section', 'News')",1,2015-04-18,25
12,"('Official section', 'Info')",1,2015-04-18,25
13,"('General Category', 'Vendor Discussion')",222,2015-04-18,11075
0,"('General Category', 'Access vendor-only forum')",1,2015-04-19,25
1,"('Community', 'Drug Safety')",6,2015-04-19,275
2,"('General Category', 'Bugs')",16,2015-04-19,775
3,"('Official section', 'Info')",1,2015-04-19,25
0,"('General Category', 'Referral Links')",301,2015-04-22,15025
0,"('General Category', 'General Discussion')",557,2015-04-23,27825
1,"('General Category', 'Access vendor-only forum')",1,2015-04-23,25
2,"('General Category', 'Security Discussion')",42,2015-04-23,2075
3,"('General Category', 'Product Offers')",176,2015-04-23,8775
4,"('Local forums', 'German')",32,2015-04-23,1575
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-23,275
6,"('General Category', 'Newbie Section ')",388,2015-04-23,19375
7,"('General Category', 'Referral Links')",301,2015-04-23,15025
8,"('Community', 'Drug Safety')",6,2015-04-23,275
9,"('General Category', 'New Features')",13,2015-04-23,625
10,"('General Category', 'Bugs')",16,2015-04-23,775
11,"('General Category', 'Product Categories')",21,2015-04-23,1025
12,"('Offtopic', 'Generic randomness')",18,2015-04-23,875
13,"('Official section', 'News')",1,2015-04-23,25
14,"('Official section', 'Info')",1,2015-04-23,25
15,"('General Category', 'Vendor Discussion')",222,2015-04-23,11075
0,"('General Category', 'General Discussion')",556,2015-04-25,27775
1,"('General Category', 'Access vendor-only forum')",1,2015-04-25,25
2,"('General Category', 'Security Discussion')",42,2015-04-25,2075
3,"('General Category', 'Product Offers')",176,2015-04-25,8775
4,"('Local forums', 'German')",12,2015-04-25,575
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-04-25,275
6,"('General Category', 'Newbie Section ')",160,2015-04-25,7975
7,"('General Category', 'Referral Links')",121,2015-04-25,6025
8,"('Community', 'Drug Safety')",6,2015-04-25,275
9,"('General Category', 'New Features')",6,2015-04-25,275
10,"('Offtopic', 'Generic randomness')",8,2015-04-25,375
11,"('Official section', 'News')",1,2015-04-25,25
12,"('Official section', 'Info')",1,2015-04-25,25
13,"('General Category', 'Vendor Discussion')",222,2015-04-25,11075
0,"('General Category', 'General Discussion')",224,2015-04-27,11175
1,"('General Category', 'Access vendor-only forum')",1,2015-04-27,25
2,"('General Category', 'Security Discussion')",18,2015-04-27,875
3,"('General Category', 'Product Offers')",70,2015-04-27,3475
4,"('Local forums', 'German')",12,2015-04-27,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-04-27,125
6,"('General Category', 'Newbie Section ')",163,2015-04-27,8125
7,"('General Category', 'Referral Links')",121,2015-04-27,6025
8,"('Community', 'Drug Safety')",2,2015-04-27,75
9,"('General Category', 'New Features')",5,2015-04-27,225
10,"('General Category', 'Bugs')",7,2015-04-27,325
11,"('General Category', 'Product Categories')",9,2015-04-27,425
12,"('Offtopic', 'Generic randomness')",8,2015-04-27,375
13,"('Official section', 'News')",1,2015-04-27,25
14,"('Official section', 'Info')",1,2015-04-27,25
15,"('General Category', 'Vendor Discussion')",90,2015-04-27,4475
0,"('General Category', 'General Discussion')",224,2015-04-30,11175
1,"('General Category', 'Access vendor-only forum')",1,2015-04-30,25
2,"('General Category', 'Security Discussion')",18,2015-04-30,875
3,"('General Category', 'Product Offers')",70,2015-04-30,3475
4,"('Local forums', 'German')",12,2015-04-30,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-04-30,125
6,"('General Category', 'Newbie Section ')",164,2015-04-30,8175
7,"('General Category', 'Referral Links')",121,2015-04-30,6025
8,"('Community', 'Drug Safety')",2,2015-04-30,75
9,"('General Category', 'New Features')",5,2015-04-30,225
10,"('General Category', 'Bugs')",7,2015-04-30,325
11,"('General Category', 'Product Categories')",9,2015-04-30,425
12,"('Offtopic', 'Generic randomness')",8,2015-04-30,375
13,"('Official section', 'News')",1,2015-04-30,25
14,"('Official section', 'Info')",1,2015-04-30,25
15,"('General Category', 'Vendor Discussion')",90,2015-04-30,4475
0,"('General Category', 'General Discussion')",225,2015-05-01,11225
1,"('General Category', 'Access vendor-only forum')",1,2015-05-01,25
2,"('General Category', 'Security Discussion')",18,2015-05-01,875
3,"('General Category', 'Product Offers')",70,2015-05-01,3475
4,"('Local forums', 'German')",12,2015-05-01,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-01,125
6,"('General Category', 'Newbie Section ')",165,2015-05-01,8225
7,"('General Category', 'Referral Links')",121,2015-05-01,6025
8,"('Community', 'Drug Safety')",2,2015-05-01,75
9,"('General Category', 'New Features')",5,2015-05-01,225
10,"('General Category', 'Bugs')",7,2015-05-01,325
11,"('General Category', 'Product Categories')",9,2015-05-01,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-01,375
13,"('Official section', 'News')",1,2015-05-01,25
14,"('Official section', 'Info')",1,2015-05-01,25
15,"('General Category', 'Vendor Discussion')",91,2015-05-01,4525
0,"('General Category', 'General Discussion')",225,2015-05-03,11225
1,"('General Category', 'Access vendor-only forum')",1,2015-05-03,25
2,"('General Category', 'Security Discussion')",18,2015-05-03,875
3,"('General Category', 'Product Offers')",71,2015-05-03,3525
4,"('Local forums', 'German')",12,2015-05-03,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-03,125
6,"('General Category', 'Newbie Section ')",167,2015-05-03,8325
7,"('General Category', 'Referral Links')",121,2015-05-03,6025
8,"('Community', 'Drug Safety')",2,2015-05-03,75
9,"('General Category', 'New Features')",5,2015-05-03,225
10,"('General Category', 'Bugs')",7,2015-05-03,325
11,"('General Category', 'Product Categories')",9,2015-05-03,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-03,375
13,"('Official section', 'News')",1,2015-05-03,25
14,"('Official section', 'Info')",1,2015-05-03,25
15,"('General Category', 'Vendor Discussion')",91,2015-05-03,4525
0,"('General Category', 'General Discussion')",225,2015-05-05,11225
1,"('General Category', 'Access vendor-only forum')",1,2015-05-05,25
2,"('General Category', 'Security Discussion')",18,2015-05-05,875
3,"('General Category', 'Product Offers')",72,2015-05-05,3575
4,"('Local forums', 'German')",14,2015-05-05,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-05,125
6,"('General Category', 'Newbie Section ')",167,2015-05-05,8325
7,"('General Category', 'Referral Links')",121,2015-05-05,6025
8,"('Community', 'Drug Safety')",2,2015-05-05,75
9,"('General Category', 'New Features')",5,2015-05-05,225
10,"('General Category', 'Bugs')",7,2015-05-05,325
11,"('General Category', 'Product Categories')",9,2015-05-05,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-05,375
13,"('Official section', 'News')",1,2015-05-05,25
14,"('Official section', 'Info')",1,2015-05-05,25
15,"('General Category', 'Vendor Discussion')",91,2015-05-05,4525
0,"('General Category', 'General Discussion')",226,2015-05-06,11275
1,"('General Category', 'Access vendor-only forum')",1,2015-05-06,25
2,"('General Category', 'Security Discussion')",18,2015-05-06,875
3,"('General Category', 'Product Offers')",71,2015-05-06,3525
4,"('Local forums', 'German')",14,2015-05-06,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-06,125
6,"('General Category', 'Newbie Section ')",169,2015-05-06,8425
7,"('General Category', 'Referral Links')",121,2015-05-06,6025
8,"('Community', 'Drug Safety')",2,2015-05-06,75
9,"('General Category', 'New Features')",5,2015-05-06,225
10,"('General Category', 'Bugs')",7,2015-05-06,325
11,"('General Category', 'Product Categories')",9,2015-05-06,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-06,375
13,"('Official section', 'News')",1,2015-05-06,25
14,"('Official section', 'Info')",1,2015-05-06,25
15,"('General Category', 'Vendor Discussion')",91,2015-05-06,4525
0,"('General Category', 'General Discussion')",226,2015-05-10,11275
1,"('General Category', 'Access vendor-only forum')",1,2015-05-10,25
2,"('General Category', 'Security Discussion')",18,2015-05-10,875
3,"('General Category', 'Product Offers')",72,2015-05-10,3575
4,"('Local forums', 'German')",12,2015-05-10,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-10,125
6,"('General Category', 'Newbie Section ')",165,2015-05-10,8225
7,"('General Category', 'Referral Links')",121,2015-05-10,6025
8,"('Community', 'Drug Safety')",2,2015-05-10,75
9,"('General Category', 'New Features')",6,2015-05-10,275
10,"('General Category', 'Bugs')",7,2015-05-10,325
11,"('General Category', 'Product Categories')",9,2015-05-10,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-10,375
13,"('Official section', 'News')",1,2015-05-10,25
14,"('Official section', 'Info')",1,2015-05-10,25
15,"('General Category', 'Vendor Discussion')",91,2015-05-10,4525
0,"('General Category', 'General Discussion')",226,2015-05-11,11275
1,"('General Category', 'Access vendor-only forum')",1,2015-05-11,25
2,"('General Category', 'Security Discussion')",18,2015-05-11,875
3,"('General Category', 'Product Offers')",72,2015-05-11,3575
4,"('Local forums', 'German')",14,2015-05-11,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-11,125
6,"('General Category', 'Newbie Section ')",164,2015-05-11,8175
7,"('General Category', 'Referral Links')",121,2015-05-11,6025
8,"('Community', 'Drug Safety')",2,2015-05-11,75
9,"('General Category', 'New Features')",5,2015-05-11,225
10,"('General Category', 'Bugs')",7,2015-05-11,325
11,"('General Category', 'Product Categories')",9,2015-05-11,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-11,375
13,"('Official section', 'News')",1,2015-05-11,25
14,"('Official section', 'Info')",1,2015-05-11,25
15,"('General Category', 'Vendor Discussion')",92,2015-05-11,4575
0,"('General Category', 'General Discussion')",226,2015-05-15,11275
1,"('General Category', 'Access vendor-only forum')",1,2015-05-15,25
2,"('General Category', 'Security Discussion')",18,2015-05-15,875
3,"('General Category', 'Product Offers')",72,2015-05-15,3575
4,"('Local forums', 'German')",14,2015-05-15,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-15,125
6,"('General Category', 'Newbie Section ')",163,2015-05-15,8125
7,"('General Category', 'Referral Links')",121,2015-05-15,6025
8,"('Community', 'Drug Safety')",2,2015-05-15,75
9,"('General Category', 'New Features')",5,2015-05-15,225
10,"('General Category', 'Bugs')",7,2015-05-15,325
11,"('General Category', 'Product Categories')",9,2015-05-15,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-15,375
13,"('Official section', 'News')",1,2015-05-15,25
14,"('Official section', 'Info')",1,2015-05-15,25
15,"('General Category', 'Vendor Discussion')",92,2015-05-15,4575
0,"('General Category', 'General Discussion')",227,2015-05-17,11325
1,"('General Category', 'Access vendor-only forum')",1,2015-05-17,25
2,"('General Category', 'Security Discussion')",18,2015-05-17,875
3,"('General Category', 'Product Offers')",72,2015-05-17,3575
4,"('Local forums', 'German')",14,2015-05-17,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-17,125
6,"('General Category', 'Newbie Section ')",164,2015-05-17,8175
7,"('General Category', 'Referral Links')",121,2015-05-17,6025
8,"('Community', 'Drug Safety')",2,2015-05-17,75
9,"('General Category', 'New Features')",5,2015-05-17,225
10,"('General Category', 'Bugs')",7,2015-05-17,325
11,"('General Category', 'Product Categories')",9,2015-05-17,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-17,375
13,"('Official section', 'News')",1,2015-05-17,25
14,"('Official section', 'Info')",1,2015-05-17,25
15,"('General Category', 'Vendor Discussion')",92,2015-05-17,4575
0,"('General Category', 'General Discussion')",228,2015-05-27,11375
1,"('General Category', 'Access vendor-only forum')",1,2015-05-27,25
2,"('General Category', 'Security Discussion')",18,2015-05-27,875
3,"('General Category', 'Product Offers')",73,2015-05-27,3625
4,"('Local forums', 'German')",14,2015-05-27,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-27,125
6,"('General Category', 'Newbie Section ')",169,2015-05-27,8425
7,"('General Category', 'Referral Links')",122,2015-05-27,6075
8,"('Community', 'Drug Safety')",2,2015-05-27,75
9,"('General Category', 'New Features')",5,2015-05-27,225
10,"('General Category', 'Bugs')",7,2015-05-27,325
11,"('General Category', 'Product Categories')",9,2015-05-27,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-27,375
13,"('Official section', 'News')",1,2015-05-27,25
14,"('Official section', 'Info')",1,2015-05-27,25
15,"('General Category', 'Vendor Discussion')",93,2015-05-27,4625
0,"('General Category', 'General Discussion')",228,2015-05-28,11375
1,"('General Category', 'Access vendor-only forum')",1,2015-05-28,25
2,"('General Category', 'Security Discussion')",18,2015-05-28,875
3,"('General Category', 'Product Offers')",73,2015-05-28,3625
4,"('Local forums', 'German')",14,2015-05-28,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-28,125
6,"('General Category', 'Newbie Section ')",166,2015-05-28,8275
7,"('General Category', 'Referral Links')",122,2015-05-28,6075
8,"('Community', 'Drug Safety')",2,2015-05-28,75
9,"('General Category', 'New Features')",5,2015-05-28,225
10,"('General Category', 'Bugs')",7,2015-05-28,325
11,"('General Category', 'Product Categories')",9,2015-05-28,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-28,375
13,"('Official section', 'News')",1,2015-05-28,25
14,"('Official section', 'Info')",1,2015-05-28,25
15,"('General Category', 'Vendor Discussion')",93,2015-05-28,4625
0,"('General Category', 'General Discussion')",228,2015-05-29,11375
1,"('General Category', 'Access vendor-only forum')",1,2015-05-29,25
2,"('General Category', 'Security Discussion')",18,2015-05-29,875
3,"('General Category', 'Product Offers')",73,2015-05-29,3625
4,"('Local forums', 'German')",14,2015-05-29,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-29,125
6,"('General Category', 'Newbie Section ')",165,2015-05-29,8225
7,"('General Category', 'Referral Links')",122,2015-05-29,6075
8,"('Community', 'Drug Safety')",2,2015-05-29,75
9,"('General Category', 'New Features')",5,2015-05-29,225
10,"('General Category', 'Bugs')",7,2015-05-29,325
11,"('General Category', 'Product Categories')",9,2015-05-29,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-29,375
13,"('Official section', 'News')",1,2015-05-29,25
14,"('Official section', 'Info')",1,2015-05-29,25
15,"('General Category', 'Vendor Discussion')",93,2015-05-29,4625
0,"('General Category', 'General Discussion')",228,2015-05-31,11375
1,"('General Category', 'Access vendor-only forum')",1,2015-05-31,25
2,"('General Category', 'Security Discussion')",18,2015-05-31,875
3,"('General Category', 'Product Offers')",73,2015-05-31,3625
4,"('Local forums', 'German')",14,2015-05-31,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-05-31,125
6,"('General Category', 'Newbie Section ')",166,2015-05-31,8275
7,"('General Category', 'Referral Links')",122,2015-05-31,6075
8,"('Community', 'Drug Safety')",2,2015-05-31,75
9,"('General Category', 'New Features')",5,2015-05-31,225
10,"('General Category', 'Bugs')",7,2015-05-31,325
11,"('General Category', 'Product Categories')",9,2015-05-31,425
12,"('Offtopic', 'Generic randomness')",8,2015-05-31,375
13,"('Official section', 'News')",1,2015-05-31,25
14,"('Official section', 'Info')",1,2015-05-31,25
15,"('General Category', 'Vendor Discussion')",93,2015-05-31,4625
0,"('General Category', 'General Discussion')",228,2015-06-01,11375
1,"('General Category', 'Access vendor-only forum')",1,2015-06-01,25
2,"('General Category', 'Security Discussion')",18,2015-06-01,875
3,"('General Category', 'Product Offers')",73,2015-06-01,3625
4,"('Local forums', 'German')",14,2015-06-01,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-06-01,125
6,"('General Category', 'Newbie Section ')",166,2015-06-01,8275
7,"('General Category', 'Referral Links')",121,2015-06-01,6025
8,"('Community', 'Drug Safety')",2,2015-06-01,75
9,"('General Category', 'New Features')",5,2015-06-01,225
10,"('General Category', 'Bugs')",7,2015-06-01,325
11,"('General Category', 'Product Categories')",9,2015-06-01,425
12,"('Offtopic', 'Generic randomness')",8,2015-06-01,375
13,"('Official section', 'News')",1,2015-06-01,25
14,"('Official section', 'Info')",1,2015-06-01,25
15,"('General Category', 'Vendor Discussion')",94,2015-06-01,4675
0,"('General Category', 'General Discussion')",228,2015-06-02,11375
1,"('General Category', 'Access vendor-only forum')",1,2015-06-02,25
2,"('General Category', 'Security Discussion')",17,2015-06-02,825
3,"('General Category', 'Product Offers')",74,2015-06-02,3675
4,"('Local forums', 'German')",14,2015-06-02,675
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-06-02,125
6,"('General Category', 'Newbie Section ')",166,2015-06-02,8275
7,"('General Category', 'Referral Links')",121,2015-06-02,6025
8,"('Community', 'Drug Safety')",2,2015-06-02,75
9,"('General Category', 'New Features')",5,2015-06-02,225
10,"('General Category', 'Bugs')",7,2015-06-02,325
11,"('General Category', 'Product Categories')",9,2015-06-02,425
12,"('Offtopic', 'Generic randomness')",8,2015-06-02,375
13,"('Official section', 'News')",1,2015-06-02,25
14,"('Official section', 'Info')",1,2015-06-02,25
15,"('General Category', 'Vendor Discussion')",94,2015-06-02,4675
0,"('General Category', 'General Discussion')",228,2015-06-04,11375
1,"('General Category', 'Access vendor-only forum')",1,2015-06-04,25
2,"('General Category', 'Security Discussion')",19,2015-06-04,925
3,"('Local forums', 'German')",14,2015-06-04,675
4,"('Community', 'Philosophy, Economics and Justice')",3,2015-06-04,125
5,"('General Category', 'Newbie Section ')",167,2015-06-04,8325
6,"('Community', 'Drug Safety')",2,2015-06-04,75
7,"('General Category', 'New Features')",5,2015-06-04,225
8,"('General Category', 'Bugs')",7,2015-06-04,325
9,"('General Category', 'Product Categories')",9,2015-06-04,425
10,"('Offtopic', 'Generic randomness')",8,2015-06-04,375
